,dateofshipment,weightofshipment,shipmentinsurrancecost,basevalue,boxtxt,width,length,depth,costtomake,durability,beginstorenumber,beginstoretxt,beginNightLoading,beginAutomation,begininsurracecost,endstorenumber,endstoretxt,endNightLoading,endAutomation,endinsurracecost
767,11/18/21,10.492,2.521,107,QH401919,40,19,19,2.39,26,188,OK712188,Yes,Yes,2.0033,225,TX253225,Yes,No,2.521
768,05/08/21,5.938,2.521,134,DA251912,25,19,12,2.36,24,144,TX253144,Yes,Yes,2.4187,225,TX253225,Yes,No,2.521
769,12/06/21,34.933,2.6256,185,KH102813,10,28,13,1.21,24,196,NM418196,Yes,No,2.6256,225,TX253225,Yes,No,2.521
770,03/14/21,35.374,2.521,191,DX301310,30,13,10,3.91,21,101,TX253101,Yes,No,1.1412,225,TX253225,Yes,No,2.521
771,01/08/21,40.552,2.521,97,MA101120,10,11,20,2.15,22,118,TX253118,No,No,1.7179,225,TX253225,Yes,No,2.521
772,04/21/21,20.633,2.521,113,DX301310,30,13,10,3.91,21,137,OK712137,Yes,Yes,2.0729,225,TX253225,Yes,No,2.521
773,06/06/21,31.117,2.521,102,GJ331220,33,12,20,3.09,27,123,TX253123,No,No,1.4704,225,TX253225,Yes,No,2.521
774,10/18/21,17.083,2.5645,118,GD341420,34,14,20,2.82,26,181,OK712181,Yes,No,2.5645,225,TX253225,Yes,No,2.521
775,06/05/21,46.517,2.521,192,KH102813,10,28,13,1.21,24,135,TX253135,Yes,Yes,1.4387,225,TX253225,Yes,No,2.521
776,04/15/21,26.087,2.521,156,KQ264020,26,40,20,2.92,23,166,NM418166,Yes,Yes,1.7288,225,TX253225,Yes,No,2.521
777,08/01/21,7.034,2.521,158,GJ331220,33,12,20,3.09,27,138,TX253138,Yes,No,2.1131,225,TX253225,Yes,No,2.521
778,04/12/21,45.903,2.521,132,KH102813,10,28,13,1.21,24,156,OK712156,No,No,2.0617,225,TX253225,Yes,No,2.521
779,03/04/21,37.781,3.1207,184,DA251912,25,19,12,2.36,24,188,OK712188,Yes,Yes,2.0033,286,TX253286,Yes,No,3.1207
780,04/20/21,47.897,3.1207,113,DM481414,48,14,14,2.56,23,177,NM418177,No,No,2.3039,286,TX253286,Yes,No,3.1207
781,06/05/21,36.712,3.1207,185,QH401919,40,19,19,2.39,26,134,NM418134,Yes,Yes,1.3619,286,TX253286,Yes,No,3.1207
782,11/23/21,25.189,3.1207,123,BQ261014,26,10,14,2.64,30,121,OK712121,No,No,1.766,286,TX253286,Yes,No,3.1207
783,05/14/21,18.119,3.1207,143,GD341420,34,14,20,2.82,26,136,OK712136,No,No,1.3875,286,TX253286,Yes,No,3.1207
784,09/19/21,35.453,3.1207,188,KQ264020,26,40,20,2.92,23,136,OK712136,No,No,1.3875,286,TX253286,Yes,No,3.1207
785,06/07/21,18.504,3.1207,185,KH102813,10,28,13,1.21,24,104,OK712104,Yes,Yes,1.7396,286,TX253286,Yes,No,3.1207
786,02/19/21,10.974,3.1207,100,GJ331220,33,12,20,3.09,27,178,NM418178,Yes,Yes,2.3579,286,TX253286,Yes,No,3.1207
787,07/20/21,19.098,3.1207,134,KQ264020,26,40,20,2.92,23,140,NM418140,Yes,No,1.4479,286,TX253286,Yes,No,3.1207
788,06/09/21,28.62,3.1207,93,DM481414,48,14,14,2.56,23,138,TX253138,Yes,No,2.1131,286,TX253286,Yes,No,3.1207
789,12/13/21,14.515,3.173,185,DM481414,48,14,14,2.56,23,188,OK712188,Yes,Yes,2.0033,262,NM418262,No,No,3.173
790,05/11/21,26.085,3.173,152,DM481414,48,14,14,2.56,23,116,NM418116,Yes,Yes,1.9501,262,NM418262,No,No,3.173
791,04/03/21,33.505,3.173,102,DG282516,28,25,16,2.79,30,133,TX253133,Yes,No,1.4345,262,NM418262,No,No,3.173
792,10/13/21,21.084,3.173,118,DA251912,25,19,12,2.36,24,125,TX253125,No,No,1.3809,262,NM418262,No,No,3.173
793,09/16/21,42.328,3.173,159,GJ331220,33,12,20,3.09,27,118,TX253118,No,No,1.7179,262,NM418262,No,No,3.173
794,09/24/21,26.171,3.173,105,DX301310,30,13,10,3.91,21,106,NM418106,No,No,1.3273,262,NM418262,No,No,3.173
795,06/22/21,49.239,3.173,129,MA101120,10,11,20,2.15,22,136,OK712136,No,No,1.3875,262,NM418262,No,No,3.173
796,10/23/21,27.551,3.173,129,KQ264020,26,40,20,2.92,23,136,OK712136,No,No,1.3875,262,NM418262,No,No,3.173
797,05/18/21,10.302,3.173,138,NC103116,10,31,16,2.31,30,140,NM418140,Yes,No,1.4479,262,NM418262,No,No,3.173
798,11/08/21,36.576,3.173,110,KQ264020,26,40,20,2.92,23,156,OK712156,No,No,2.0617,262,NM418262,No,No,3.173
799,01/16/21,10.562,2.5084,169,QH401919,40,19,19,2.39,26,182,OK712182,No,Yes,2.5084,206,OK712206,No,No,2.4866
800,07/01/21,26.079,2.4866,130,FD311219,31,12,19,2.64,23,134,NM418134,Yes,Yes,1.3619,206,OK712206,No,No,2.4866
801,04/10/21,18.418,2.4866,147,EC423810,42,38,10,3.69,21,157,OK712157,Yes,Yes,2.0854,206,OK712206,No,No,2.4866
802,09/02/21,18.665,2.4866,127,DA251912,25,19,12,2.36,24,101,TX253101,Yes,No,1.1412,206,OK712206,No,No,2.4866
803,10/18/21,11.48,2.4866,105,GD341420,34,14,20,2.82,26,160,TX253160,No,Yes,2.4575,206,OK712206,No,No,2.4866
804,02/03/21,32.69,2.4866,169,DM481414,48,14,14,2.56,23,112,OK712112,Yes,Yes,2.1187,206,OK712206,No,No,2.4866
805,04/18/21,13.785,2.4866,108,BQ261014,26,10,14,2.64,30,164,TX253164,Yes,No,2.0059,206,OK712206,No,No,2.4866
806,03/17/21,41.176,2.4866,143,GJ331220,33,12,20,3.09,27,176,NM418176,No,No,2.1468,206,OK712206,No,No,2.4866
807,06/05/21,36.525,2.5014,176,DG282516,28,25,16,2.79,30,180,NM418180,Yes,Yes,2.5014,206,OK712206,No,No,2.4866
808,07/11/21,7.888,3.4814,135,DG282516,28,25,16,2.79,30,182,OK712182,No,Yes,2.5084,259,OK712259,Yes,No,3.4814
809,01/20/21,11.121,3.4814,91,DX301310,30,13,10,3.91,21,102,OK712102,No,Yes,1.8185,259,OK712259,Yes,No,3.4814
810,07/21/21,44.245,3.4814,186,KH102813,10,28,13,1.21,24,200,TX253200,No,Yes,2.9858,259,OK712259,Yes,No,3.4814
811,12/31/20,25.291,3.4814,97,DX301310,30,13,10,3.91,21,105,OK712105,Yes,No,2.0155,259,OK712259,Yes,No,3.4814
812,10/24/21,20.599,3.4814,195,MA101120,10,11,20,2.15,22,159,OK712159,Yes,No,2.3619,259,OK712259,Yes,No,3.4814
813,01/02/21,49.316,3.4814,157,FD311219,31,12,19,2.64,23,118,TX253118,No,No,1.7179,259,OK712259,Yes,No,3.4814
814,11/16/21,14.918,3.4814,189,FD311219,31,12,19,2.64,23,119,NM418119,Yes,Yes,2.1247,259,OK712259,Yes,No,3.4814
815,05/08/21,34.986,3.4814,139,KQ264020,26,40,20,2.92,23,198,NM418198,Yes,No,2.0457,259,OK712259,Yes,No,3.4814
816,12/12/21,32.204,3.4814,147,DA251912,25,19,12,2.36,24,181,OK712181,Yes,No,2.5645,259,OK712259,Yes,No,3.4814
817,09/23/21,40.997,3.4814,120,NC103116,10,31,16,2.31,30,175,OK712175,Yes,Yes,2.5327,259,OK712259,Yes,No,3.4814
818,07/08/21,14.351,3.4814,150,KH102813,10,28,13,1.21,24,109,TX253109,No,No,1.5793,259,OK712259,Yes,No,3.4814
819,08/16/21,49.364,3.4814,105,GD341420,34,14,20,2.82,26,162,OK712162,No,Yes,2.0861,259,OK712259,Yes,No,3.4814
820,10/06/21,11.317,3.4814,166,NC103116,10,31,16,2.31,30,141,TX253141,Yes,No,1.5247,259,OK712259,Yes,No,3.4814
821,06/30/21,39.449,3.4814,164,KQ264020,26,40,20,2.92,23,104,OK712104,Yes,Yes,1.7396,259,OK712259,Yes,No,3.4814
822,02/24/21,10.436,2.7491,171,KH102813,10,28,13,1.21,24,182,OK712182,No,Yes,2.5084,248,OK712248,No,Yes,2.7491
823,08/20/21,31.753,2.7491,138,FD311219,31,12,19,2.64,23,132,TX253132,No,No,1.3315,248,OK712248,No,Yes,2.7491
824,12/05/21,23.418,2.7491,175,DG282516,28,25,16,2.79,30,191,TX253191,Yes,Yes,2.3817,248,OK712248,No,Yes,2.7491
825,06/18/21,46.43,2.7491,164,DX301310,30,13,10,3.91,21,124,TX253124,Yes,Yes,1.7142,248,OK712248,No,Yes,2.7491
826,04/05/21,24.149,2.7491,147,NC103116,10,31,16,2.31,30,183,OK712183,No,Yes,2.3069,248,OK712248,No,Yes,2.7491
827,02/08/21,18.041,2.7491,121,NC103116,10,31,16,2.31,30,110,NM418110,Yes,No,1.4881,248,OK712248,No,Yes,2.7491
828,02/08/21,22.31,2.7491,118,GD341420,34,14,20,2.82,26,181,OK712181,Yes,No,2.5645,248,OK712248,No,Yes,2.7491
829,11/24/21,43.593,2.7491,195,DM481414,48,14,14,2.56,23,166,NM418166,Yes,Yes,1.7288,248,OK712248,No,Yes,2.7491
830,12/18/21,41.834,3.2427,120,BQ261014,26,10,14,2.64,30,182,OK712182,No,Yes,2.5084,240,TX253240,No,Yes,3.2427
831,01/08/21,33.313,3.2427,116,DG282516,28,25,16,2.79,30,143,TX253143,No,Yes,1.9005,240,TX253240,No,Yes,3.2427
832,04/18/21,9.889,3.3381,157,QH401919,40,19,19,2.39,26,149,NM418149,Yes,Yes,1.8933,284,TX253284,Yes,Yes,3.3381
833,02/09/21,43.548,3.3381,191,KH102813,10,28,13,1.21,24,149,NM418149,Yes,Yes,1.8933,284,TX253284,Yes,Yes,3.3381
834,01/06/21,24.441,3.3381,134,GJ331220,33,12,20,3.09,27,169,NM418169,Yes,No,1.9873,284,TX253284,Yes,Yes,3.3381
835,02/24/21,45.701,3.3381,187,MA101120,10,11,20,2.15,22,154,TX253154,No,No,1.6255,284,TX253284,Yes,Yes,3.3381
836,04/16/21,17.737,3.3381,101,GD341420,34,14,20,2.82,26,191,TX253191,Yes,Yes,2.3817,284,TX253284,Yes,Yes,3.3381
837,10/31/21,33.121,3.3381,163,NC103116,10,31,16,2.31,30,196,NM418196,Yes,No,2.6256,284,TX253284,Yes,Yes,3.3381
838,03/12/21,49.164,3.3381,102,EC423810,42,38,10,3.69,21,195,TX253195,Yes,Yes,2.6522,284,TX253284,Yes,Yes,3.3381
839,06/03/21,17.911,3.3381,190,EC423810,42,38,10,3.69,21,130,NM418130,No,No,1.8093,284,TX253284,Yes,Yes,3.3381
840,01/11/21,16.797,3.3381,150,DX301310,30,13,10,3.91,21,104,OK712104,Yes,Yes,1.7396,284,TX253284,Yes,Yes,3.3381
841,09/20/21,43.928,3.3381,97,BQ261014,26,10,14,2.64,30,190,TX253190,Yes,No,1.9432,284,TX253284,Yes,Yes,3.3381
842,03/02/21,7.87,3.3381,157,DG282516,28,25,16,2.79,30,151,TX253151,No,Yes,1.9154,284,TX253284,Yes,Yes,3.3381
843,08/21/21,11.187,3.3381,114,KH102813,10,28,13,1.21,24,128,TX253128,No,Yes,2.183,284,TX253284,Yes,Yes,3.3381
844,09/07/21,47.766,3.3381,170,KQ264020,26,40,20,2.92,23,180,NM418180,Yes,Yes,2.5014,284,TX253284,Yes,Yes,3.3381
845,07/31/21,6.148,3.5192,146,BQ261014,26,10,14,2.64,30,120,TX253120,No,No,2.0283,255,OK712255,No,No,3.5192
846,12/10/21,13.307,3.5192,122,QH401919,40,19,19,2.39,26,169,NM418169,Yes,No,1.9873,255,OK712255,No,No,3.5192
847,12/21/21,10.157,3.5192,141,KH102813,10,28,13,1.21,24,144,TX253144,Yes,Yes,2.4187,255,OK712255,No,No,3.5192
848,11/14/21,10.671,3.5192,144,QH401919,40,19,19,2.39,26,110,NM418110,Yes,No,1.4881,255,OK712255,No,No,3.5192
849,07/22/21,45.378,3.5192,136,KH102813,10,28,13,1.21,24,125,TX253125,No,No,1.3809,255,OK712255,No,No,3.5192
850,02/01/21,25.804,3.5192,136,NC103116,10,31,16,2.31,30,176,NM418176,No,No,2.1468,255,OK712255,No,No,3.5192
851,12/13/21,27.092,2.9586,119,QH401919,40,19,19,2.39,26,172,TX253172,No,Yes,2.4496,249,TX253249,Yes,Yes,2.9586
852,07/19/21,38.902,2.9586,156,GJ331220,33,12,20,3.09,27,133,TX253133,Yes,No,1.4345,249,TX253249,Yes,Yes,2.9586
853,08/02/21,30.618,2.9586,188,DM481414,48,14,14,2.56,23,194,OK712194,No,Yes,2.4107,249,TX253249,Yes,Yes,2.9586
854,12/10/21,50.065,2.9586,185,NC103116,10,31,16,2.31,30,135,TX253135,Yes,Yes,1.4387,249,TX253249,Yes,Yes,2.9586
855,05/06/21,27.453,2.9586,102,KQ264020,26,40,20,2.92,23,135,TX253135,Yes,Yes,1.4387,249,TX253249,Yes,Yes,2.9586
856,12/19/21,39.491,2.9586,156,DX301310,30,13,10,3.91,21,176,NM418176,No,No,2.1468,249,TX253249,Yes,Yes,2.9586
857,08/15/21,32.759,2.9586,155,DM481414,48,14,14,2.56,23,168,OK712168,No,Yes,2.5057,249,TX253249,Yes,Yes,2.9586
858,03/12/21,19.995,2.9586,93,EC423810,42,38,10,3.69,21,142,NM418142,Yes,Yes,2.0827,249,TX253249,Yes,Yes,2.9586
859,01/18/21,7.164,3.1942,117,NC103116,10,31,16,2.31,30,172,TX253172,No,Yes,2.4496,278,OK712278,No,Yes,3.1942
860,03/20/21,40.953,3.1942,122,DX301310,30,13,10,3.91,21,103,NM418103,Yes,Yes,1.0743,278,OK712278,No,Yes,3.1942
861,07/05/21,19.256,3.1942,118,MA101120,10,11,20,2.15,22,177,NM418177,No,No,2.3039,278,OK712278,No,Yes,3.1942
862,05/12/21,29.604,3.1942,178,NC103116,10,31,16,2.31,30,129,TX253129,No,Yes,1.8218,278,OK712278,No,Yes,3.1942
863,02/01/21,46.329,3.1942,103,GD341420,34,14,20,2.82,26,121,OK712121,No,No,1.766,278,OK712278,No,Yes,3.1942
864,06/20/21,5.031,3.1942,171,FD311219,31,12,19,2.64,23,155,OK712155,No,Yes,1.622,278,OK712278,No,Yes,3.1942
865,03/23/21,35.797,3.1942,128,GJ331220,33,12,20,3.09,27,104,OK712104,Yes,Yes,1.7396,278,OK712278,No,Yes,3.1942
866,02/04/21,40.465,3.1942,158,KH102813,10,28,13,1.21,24,151,TX253151,No,Yes,1.9154,278,OK712278,No,Yes,3.1942
867,10/19/21,32.693,3.1942,151,DG282516,28,25,16,2.79,30,128,TX253128,No,Yes,2.183,278,OK712278,No,Yes,3.1942
868,01/22/21,21.776,3.1942,167,EC423810,42,38,10,3.69,21,180,NM418180,Yes,Yes,2.5014,278,OK712278,No,Yes,3.1942
869,07/16/21,8.253,2.7878,183,NC103116,10,31,16,2.31,30,172,TX253172,No,Yes,2.4496,252,OK712252,Yes,Yes,2.7878
870,08/16/21,35.466,2.7878,178,DX301310,30,13,10,3.91,21,169,NM418169,Yes,No,1.9873,252,OK712252,Yes,Yes,2.7878
871,10/19/21,39.375,2.7878,125,KH102813,10,28,13,1.21,24,117,NM418117,Yes,No,1.9876,252,OK712252,Yes,Yes,2.7878
872,02/18/21,44.341,2.7878,160,GD341420,34,14,20,2.82,26,191,TX253191,Yes,Yes,2.3817,252,OK712252,Yes,Yes,2.7878
873,05/13/21,42.598,2.7878,128,QH401919,40,19,19,2.39,26,139,TX253139,Yes,No,1.4508,252,OK712252,Yes,Yes,2.7878
874,11/11/21,10.395,2.7878,118,DA251912,25,19,12,2.36,24,198,NM418198,Yes,No,2.0457,252,OK712252,Yes,Yes,2.7878
875,07/16/21,17.375,2.7878,98,DA251912,25,19,12,2.36,24,167,NM418167,Yes,Yes,2.5544,252,OK712252,Yes,Yes,2.7878
876,10/21/21,10.472,2.7878,180,EC423810,42,38,10,3.69,21,104,OK712104,Yes,Yes,1.7396,252,OK712252,Yes,Yes,2.7878
877,05/15/21,29.298,2.7878,158,BQ261014,26,10,14,2.64,30,158,NM418158,No,Yes,1.8597,252,OK712252,Yes,Yes,2.7878
878,03/04/21,28.89,2.7959,169,EC423810,42,38,10,3.69,21,103,NM418103,Yes,Yes,1.0743,267,NM418267,No,Yes,2.7959
879,04/17/21,18.927,2.7959,161,BQ261014,26,10,14,2.64,30,102,OK712102,No,Yes,1.8185,267,NM418267,No,Yes,2.7959
880,06/04/21,27.793,2.7959,111,GD341420,34,14,20,2.82,26,124,TX253124,Yes,Yes,1.7142,267,NM418267,No,Yes,2.7959
881,11/07/21,24.511,2.7959,171,GD341420,34,14,20,2.82,26,183,OK712183,No,Yes,2.3069,267,NM418267,No,Yes,2.7959
882,09/09/21,15.45,2.7959,162,GJ331220,33,12,20,3.09,27,137,OK712137,Yes,Yes,2.0729,267,NM418267,No,Yes,2.7959
883,07/05/21,42.522,2.7959,182,EC423810,42,38,10,3.69,21,115,TX253115,No,No,1.162,267,NM418267,No,Yes,2.7959
884,06/14/21,26.349,2.7959,109,MA101120,10,11,20,2.15,22,162,OK712162,No,Yes,2.0861,267,NM418267,No,Yes,2.7959
885,06/19/21,13.53,2.7959,178,GJ331220,33,12,20,3.09,27,162,OK712162,No,Yes,2.0861,267,NM418267,No,Yes,2.7959
886,07/06/21,20.819,2.7959,90,DM481414,48,14,14,2.56,23,138,TX253138,Yes,No,2.1131,267,NM418267,No,Yes,2.7959
887,11/10/21,24.108,2.7959,164,DA251912,25,19,12,2.36,24,168,OK712168,No,Yes,2.5057,267,NM418267,No,Yes,2.7959
888,09/19/21,6.439,3.1589,95,GJ331220,33,12,20,3.09,27,154,TX253154,No,No,1.6255,294,NM418294,Yes,No,3.1589
889,02/12/21,20.193,3.1589,98,NC103116,10,31,16,2.31,30,154,TX253154,No,No,1.6255,294,NM418294,Yes,No,3.1589
890,07/22/21,31.322,3.1589,116,QH401919,40,19,19,2.39,26,197,NM418197,No,No,2.005,294,NM418294,Yes,No,3.1589
891,12/01/21,25.484,3.1589,187,FD311219,31,12,19,2.64,23,112,OK712112,Yes,Yes,2.1187,294,NM418294,Yes,No,3.1589
892,04/21/21,44.642,3.1589,123,DA251912,25,19,12,2.36,24,151,TX253151,No,Yes,1.9154,294,NM418294,Yes,No,3.1589
893,12/07/21,28.189,3.0758,154,GD341420,34,14,20,2.82,26,154,TX253154,No,No,1.6255,216,OK712216,No,Yes,3.0758
894,01/24/21,11.6,3.0758,190,MA101120,10,11,20,2.15,22,134,NM418134,Yes,Yes,1.3619,216,OK712216,No,Yes,3.0758
895,04/09/21,11.605,3.0758,104,GJ331220,33,12,20,3.09,27,116,NM418116,Yes,Yes,1.9501,216,OK712216,No,Yes,3.0758
896,04/17/21,8.49,3.0758,174,QH401919,40,19,19,2.39,26,200,TX253200,No,Yes,2.9858,216,OK712216,No,Yes,3.0758
897,11/03/21,5.478,3.0758,98,DX301310,30,13,10,3.91,21,191,TX253191,Yes,Yes,2.3817,216,OK712216,No,Yes,3.0758
898,10/21/21,25.806,3.0758,193,EC423810,42,38,10,3.69,21,101,TX253101,Yes,No,1.1412,216,OK712216,No,Yes,3.0758
899,01/31/21,35.729,3.0758,133,DG282516,28,25,16,2.79,30,186,NM418186,Yes,No,2.2679,216,OK712216,No,Yes,3.0758
900,11/07/21,10.479,3.0758,154,DM481414,48,14,14,2.56,23,162,OK712162,No,Yes,2.0861,216,OK712216,No,Yes,3.0758
901,02/17/21,32.356,3.0758,176,FD311219,31,12,19,2.64,23,141,TX253141,Yes,No,1.5247,216,OK712216,No,Yes,3.0758
902,07/23/21,40.022,3.0758,117,DX301310,30,13,10,3.91,21,130,NM418130,No,No,1.8093,216,OK712216,No,Yes,3.0758
903,02/19/21,7.771,2.9844,147,DX301310,30,13,10,3.91,21,170,NM418170,No,Yes,1.7663,268,TX253268,Yes,No,2.9844
904,04/21/21,14.916,2.9844,114,QH401919,40,19,19,2.39,26,108,OK712108,Yes,Yes,1.4731,268,TX253268,Yes,No,2.9844
905,07/19/21,21.341,2.9844,128,GD341420,34,14,20,2.82,26,124,TX253124,Yes,Yes,1.7142,268,TX253268,Yes,No,2.9844
906,07/20/21,23.5,2.9844,98,QH401919,40,19,19,2.39,26,105,OK712105,Yes,No,2.0155,268,TX253268,Yes,No,2.9844
907,09/23/21,6.781,2.9844,149,QH401919,40,19,19,2.39,26,192,TX253192,No,No,2.1589,268,TX253268,Yes,No,2.9844
908,10/10/21,41.584,2.9844,97,BQ261014,26,10,14,2.64,30,178,NM418178,Yes,Yes,2.3579,268,TX253268,Yes,No,2.9844
909,04/24/21,40.203,2.9343,141,FD311219,31,12,19,2.64,23,170,NM418170,No,Yes,1.7663,237,TX253237,No,No,2.9343
910,03/04/21,27.91,2.9343,151,DG282516,28,25,16,2.79,30,108,OK712108,Yes,Yes,1.4731,237,TX253237,No,No,2.9343
911,03/24/21,44.318,2.9343,162,BQ261014,26,10,14,2.64,30,148,OK712148,Yes,No,2.36,237,TX253237,No,No,2.9343
912,10/24/21,48.692,2.9858,113,BQ261014,26,10,14,2.64,30,200,TX253200,No,Yes,2.9858,237,TX253237,No,No,2.9343
913,11/17/21,12.134,2.9343,144,FD311219,31,12,19,2.64,23,194,OK712194,No,Yes,2.4107,237,TX253237,No,No,2.9343
914,10/04/21,27.263,2.9343,146,EC423810,42,38,10,3.69,21,198,NM418198,Yes,No,2.0457,237,TX253237,No,No,2.9343
915,08/05/21,13.092,2.9343,170,DM481414,48,14,14,2.56,23,106,NM418106,No,No,1.3273,237,TX253237,No,No,2.9343
916,02/14/21,43.225,2.9343,125,DM481414,48,14,14,2.56,23,143,TX253143,No,Yes,1.9005,237,TX253237,No,No,2.9343
917,02/20/21,48.033,2.9343,104,DM481414,48,14,14,2.56,23,190,TX253190,Yes,No,1.9432,237,TX253237,No,No,2.9343
918,02/10/21,11.212,2.9343,184,DM481414,48,14,14,2.56,23,156,OK712156,No,No,2.0617,237,TX253237,No,No,2.9343
919,04/03/21,45.142,2.9655,94,NC103116,10,31,16,2.31,30,170,NM418170,No,Yes,1.7663,205,TX253205,No,Yes,2.9655
920,08/21/21,36.907,2.9655,169,GJ331220,33,12,20,3.09,27,191,TX253191,Yes,Yes,2.3817,205,TX253205,No,Yes,2.9655
921,08/18/21,12.331,2.9655,138,MA101120,10,11,20,2.15,22,121,OK712121,No,No,1.766,205,TX253205,No,Yes,2.9655
922,02/05/21,22.392,2.9655,160,DX301310,30,13,10,3.91,21,114,OK712114,Yes,No,1.9911,205,TX253205,No,Yes,2.9655
923,02/22/21,24.492,2.9655,159,GD341420,34,14,20,2.82,26,123,TX253123,No,No,1.4704,205,TX253205,No,Yes,2.9655
924,12/07/21,34.859,2.9655,162,MA101120,10,11,20,2.15,22,198,NM418198,Yes,No,2.0457,205,TX253205,No,Yes,2.9655
925,04/11/21,22.521,2.9655,154,MA101120,10,11,20,2.15,22,175,OK712175,Yes,Yes,2.5327,205,TX253205,No,Yes,2.9655
926,11/30/21,11.512,2.9655,136,BQ261014,26,10,14,2.64,30,136,OK712136,No,No,1.3875,205,TX253205,No,Yes,2.9655
927,04/13/21,46.453,2.9655,114,KQ264020,26,40,20,2.92,23,151,TX253151,No,Yes,1.9154,205,TX253205,No,Yes,2.9655
928,08/08/21,21.762,3.0959,149,DG282516,28,25,16,2.79,30,117,NM418117,Yes,No,1.9876,244,TX253244,No,No,3.0959
929,08/14/21,13.828,3.0959,121,EC423810,42,38,10,3.69,21,108,OK712108,Yes,Yes,1.4731,244,TX253244,No,No,3.0959
930,07/22/21,5.194,3.0959,129,QH401919,40,19,19,2.39,26,191,TX253191,Yes,Yes,2.3817,244,TX253244,No,No,3.0959
931,10/24/21,9.788,3.0959,102,GD341420,34,14,20,2.82,26,121,OK712121,No,No,1.766,244,TX253244,No,No,3.0959
932,05/17/21,37.48,3.0959,161,DX301310,30,13,10,3.91,21,139,TX253139,Yes,No,1.4508,244,TX253244,No,No,3.0959
933,10/01/21,36.231,3.0959,152,DG282516,28,25,16,2.79,30,194,OK712194,No,Yes,2.4107,244,TX253244,No,No,3.0959
934,10/07/21,29.744,3.0959,120,BQ261014,26,10,14,2.64,30,137,OK712137,Yes,Yes,2.0729,244,TX253244,No,No,3.0959
935,08/01/21,37.845,2.3718,165,DA251912,25,19,12,2.36,24,117,NM418117,Yes,No,1.9876,235,NM418235,No,Yes,2.3718
936,04/17/21,13.757,2.3718,175,BQ261014,26,10,14,2.64,30,133,TX253133,Yes,No,1.4345,235,NM418235,No,Yes,2.3718
937,07/20/21,17.782,2.3718,108,FD311219,31,12,19,2.64,23,107,NM418107,Yes,Yes,1.19,235,NM418235,No,Yes,2.3718
938,07/14/21,43.283,2.3718,190,DG282516,28,25,16,2.79,30,186,NM418186,Yes,No,2.2679,235,NM418235,No,Yes,2.3718
939,08/11/21,46.815,2.3718,190,FD311219,31,12,19,2.64,23,113,TX253113,Yes,No,2.0506,235,NM418235,No,Yes,2.3718
940,09/07/21,40.463,2.3718,189,DA251912,25,19,12,2.36,24,104,OK712104,Yes,Yes,1.7396,235,NM418235,No,Yes,2.3718
941,01/12/21,47.986,2.1137,109,FD311219,31,12,19,2.64,23,117,NM418117,Yes,No,1.9876,203,OK712203,No,No,2.1137
942,11/01/21,18.166,2.1137,165,GD341420,34,14,20,2.82,26,129,TX253129,No,Yes,1.8218,203,OK712203,No,No,2.1137
943,08/18/21,47.738,2.3817,179,DG282516,28,25,16,2.79,30,191,TX253191,Yes,Yes,2.3817,203,OK712203,No,No,2.1137
944,10/06/21,18.102,2.1137,192,DG282516,28,25,16,2.79,30,147,NM418147,Yes,Yes,1.4944,203,OK712203,No,No,2.1137
945,02/03/21,46.511,2.5445,144,EC423810,42,38,10,3.69,21,199,TX253199,Yes,No,2.5445,203,OK712203,No,No,2.1137
946,02/18/21,9.819,2.5327,184,NC103116,10,31,16,2.31,30,175,OK712175,Yes,Yes,2.5327,203,OK712203,No,No,2.1137
947,12/20/21,45.572,2.2679,134,FD311219,31,12,19,2.64,23,186,NM418186,Yes,No,2.2679,203,OK712203,No,No,2.1137
948,07/03/21,35.887,2.1137,105,DA251912,25,19,12,2.36,24,151,TX253151,No,Yes,1.9154,203,OK712203,No,No,2.1137
949,03/21/21,37.196,2.866,110,DM481414,48,14,14,2.56,23,177,NM418177,No,No,2.3039,201,OK712201,No,No,2.866
950,04/18/21,39.686,2.866,146,DM481414,48,14,14,2.56,23,134,NM418134,Yes,Yes,1.3619,201,OK712201,No,No,2.866
951,12/12/21,48.803,2.866,170,QH401919,40,19,19,2.39,26,102,OK712102,No,Yes,1.8185,201,OK712201,No,No,2.866
952,10/04/21,5.732,2.866,123,MA101120,10,11,20,2.15,22,139,TX253139,Yes,No,1.4508,201,OK712201,No,No,2.866
953,03/06/21,46.259,2.866,189,DA251912,25,19,12,2.36,24,178,NM418178,Yes,Yes,2.3579,201,OK712201,No,No,2.866
954,08/12/21,7.178,2.866,174,GJ331220,33,12,20,3.09,27,166,NM418166,Yes,Yes,1.7288,201,OK712201,No,No,2.866
955,12/23/21,9.528,2.866,182,BQ261014,26,10,14,2.64,30,180,NM418180,Yes,Yes,2.5014,201,OK712201,No,No,2.866
956,09/17/21,6.321,2.5801,157,DA251912,25,19,12,2.36,24,144,TX253144,Yes,Yes,2.4187,223,OK712223,Yes,No,2.5801
957,02/13/21,20.287,2.5801,100,QH401919,40,19,19,2.39,26,124,TX253124,Yes,Yes,1.7142,223,OK712223,Yes,No,2.5801
958,04/23/21,34.461,2.5801,132,MA101120,10,11,20,2.15,22,115,TX253115,No,No,1.162,223,OK712223,Yes,No,2.5801
959,07/11/21,50.846,2.5801,117,KH102813,10,28,13,1.21,24,175,OK712175,Yes,Yes,2.5327,223,OK712223,Yes,No,2.5801
